case_id,activity,event_start,event_end,timestamp,line,area
BATCH00005,End Device Calibration,2023-01-08T10:02:22,2023-01-08T10:07:22,2023-01-08T10:02:22,DEV2,Production
BATCH00005,Final Assembly,2023-01-08T10:59:48,2023-01-08T12:55:07,2023-01-08T10:59:48,DEV2,Production
BATCH00005,Start Packaging,2023-01-08T14:06:41,2023-01-08T14:11:41,2023-01-08T14:06:41,DEV2,Packaging
BATCH00005,End Packaging,2023-01-08T18:49:08,2023-01-08T18:54:08,2023-01-08T18:49:08,DEV2,Packaging
BATCH00005,IFU Insertion Check,2023-01-08T19:24:08,2023-01-08T20:08:10,2023-01-08T19:24:08,DEV2,Packaging
BATCH00005,QC FP Sampling,2023-01-08T21:58:42,2023-01-08T22:48:26,2023-01-08T21:58:42,DEV2,QC_Lab
BATCH00005,QC Result (Conforming),2023-01-10T17:32:42,2023-01-10T20:31:53,2023-01-10T17:32:42,DEV2,QC_Lab
BATCH00005,QP Decision (Release),2023-01-11T01:42:08,2023-01-11T02:24:52,2023-01-11T01:42:08,DEV2,QA
BATCH00006,Plan Batch,2023-01-08T06:07:13,2023-01-08T06:37:09,2023-01-08T06:07:13,DEV2,Planning
BATCH00006,Release Batch,2023-01-08T10:16:32,2023-01-08T10:33:35,2023-01-08T10:16:32,DEV2,Planning
BATCH00006,Stage Components,2023-01-08T13:38:35,2023-01-08T16:45:45,2023-01-08T13:38:35,DEV2,Warehouse
BATCH00006,Start Component Assembly,2023-01-08T18:38:27,2023-01-08T18:43:27,2023-01-08T18:38:27,DEV2,Production
BATCH00006,End Component Assembly,2023-01-08T22:29:17,2023-01-08T22:34:17,2023-01-08T22:29:17,DEV2,Production
BATCH00006,Start Device Calibration,2023-01-08T23:46:57,2023-01-08T23:51:57,2023-01-08T23:46:57,DEV2,Production
BATCH00006,End Device Calibration,2023-01-09T01:51:45,2023-01-09T01:56:45,2023-01-09T01:51:45,DEV2,Production
BATCH00006,Final Assembly,2023-01-09T02:51:10,2023-01-09T04:40:45,2023-01-09T02:51:10,DEV2,Production
BATCH00006,Start Packaging,2023-01-09T05:53:19,2023-01-09T05:58:19,2023-01-09T05:53:19,DEV2,Packaging
BATCH00006,End Packaging,2023-01-09T10:02:40,2023-01-09T10:07:40,2023-01-09T10:02:40,DEV2,Packaging
BATCH00006,IFU Insertion Check,2023-01-09T10:37:40,2023-01-09T11:08:50,2023-01-09T10:37:40,DEV2,Packaging
BATCH00006,QC FP Sampling,2023-01-09T14:15:17,2023-01-09T14:55:26,2023-01-09T14:15:17,DEV2,QC_Lab
BATCH00006,QC Result (Conforming),2023-01-11T09:43:25,2023-01-11T10:49:30,2023-01-11T09:43:25,DEV2,QC_Lab
BATCH00006,QP Decision (Release),2023-01-12T04:21:54,2023-01-12T05:31:05,2023-01-12T04:21:54,DEV2,QA
BATCH00007,Plan Batch,2023-01-09T00:30:33,2023-01-09T01:56:56,2023-01-09T00:30:33,DEV2,Planning
BATCH00007,Release Batch,2023-01-09T07:36:58,2023-01-09T08:16:52,2023-01-09T07:36:58,DEV2,Planning
BATCH00007,Stage Components,2023-01-09T10:17:09,2023-01-09T15:45:17,2023-01-09T10:17:09,DEV2,Warehouse
BATCH00007,Start Component Assembly,2023-01-09T16:39:12,2023-01-09T16:44:12,2023-01-09T16:39:12,DEV2,Production
BATCH00007,End Component Assembly,2023-01-09T22:14:19,2023-01-09T22:19:19,2023-01-09T22:14:19,DEV2,Production
BATCH00007,Start Device Calibration,2023-01-09T23:18:48,2023-01-09T23:23:48,2023-01-09T23:18:48,DEV2,Production
BATCH00007,End Device Calibration,2023-01-10T02:34:23,2023-01-10T02:39:23,2023-01-10T02:34:23,DEV2,Production
BATCH00007,Final Assembly,2023-01-10T03:36:11,2023-01-10T05:28:03,2023-01-10T03:36:11,DEV2,Production
BATCH00007,Start Packaging,2023-01-10T06:31:36,2023-01-10T06:36:36,2023-01-10T06:31:36,DEV2,Packaging
BATCH00007,End Packaging,2023-01-10T13:39:16,2023-01-10T13:44:16,2023-01-10T13:39:16,DEV2,Packaging
BATCH00007,IFU Insertion Check,2023-01-10T14:14:16,2023-01-10T14:51:00,2023-01-10T14:14:16,DEV2,Packaging
BATCH00007,QC FP Sampling,2023-01-10T15:51:51,2023-01-10T17:01:37,2023-01-10T15:51:51,DEV2,QC_Lab
BATCH00007,QC Result (Conforming),2023-01-11T16:25:58,2023-01-11T18:53:41,2023-01-11T16:25:58,DEV2,QC_Lab
BATCH00007,QP Decision (Release),2023-01-11T21:34:05,2023-01-11T22:06:13,2023-01-11T21:34:05,DEV2,QA
BATCH00008,Plan Batch,2023-01-11T02:29:10,2023-01-11T04:03:05,2023-01-11T02:29:10,CL2,Planning
BATCH00008,Release Batch,2023-01-11T10:13:34,2023-01-11T11:05:14,2023-01-11T10:13:34,CL2,Planning
BATCH00008,Stage Materials,2023-01-11T14:27:24,2023-01-11T16:24:45,2023-01-11T14:27:24,CL2,Warehouse
BATCH00008,Start Granulation,2023-01-11T17:29:55,2023-01-11T17:34:55,2023-01-11T17:29:55,CL2,Production
BATCH00008,End Granulation,2023-01-11T22:57:01,2023-01-11T23:02:01,2023-01-11T22:57:01,CL2,Production
BATCH00008,Start Compression,2023-01-12T00:54:43,2023-01-12T00:59:43,2023-01-12T00:54:43,CL2,Production
BATCH00008,End Compression,2023-01-12T06:20:41,2023-01-12T06:25:41,2023-01-12T06:20:41,CL2,Production
BATCH00008,Start Coating,2023-01-12T07:56:13,2023-01-12T08:01:13,2023-01-12T07:56:13,CL2,Production
BATCH00008,End Coating,2023-01-12T11:51:58,2023-01-12T11:56:58,2023-01-12T11:51:58,CL2,Production
BATCH00008,Start Packaging,2023-01-12T13:34:14,2023-01-12T13:39:14,2023-01-12T13:34:14,CL2,Packaging
BATCH00008,End Packaging,2023-01-12T18:56:22,2023-01-12T19:01:22,2023-01-12T18:56:22,CL2,Packaging
BATCH00008,Deviation Opened,2023-01-12T20:27:13,2023-01-12T20:57:13,2023-01-12T20:27:13,CL2,QA
BATCH00008,Investigation,2023-01-12T20:57:13,2023-01-13T02:05:01,2023-01-12T20:57:13,CL2,QA
BATCH00008,Extended QA Review,2023-01-13T02:05:01,2023-01-13T12:24:35,2023-01-13T02:05:01,CL2,QA
BATCH00008,Deviation Closed,2023-01-13T12:24:35,2023-01-13T13:24:35,2023-01-13T12:24:35,CL2,QA
BATCH00008,QC FP Sampling,2023-01-13T14:45:45,2023-01-13T16:02:37,2023-01-13T14:45:45,CL2,QC_Lab
BATCH00008,QC Result (Conforming),2023-01-14T14:56:02,2023-01-14T15:50:30,2023-01-14T14:56:02,CL2,QC_Lab
BATCH00008,QP Decision (Release),2023-01-15T05:04:07,2023-01-15T06:55:54,2023-01-15T05:04:07,CL2,QA
BATCH00009,Plan Batch,2023-01-12T03:13:23,2023-01-12T04:56:10,2023-01-12T03:13:23,CL2,Planning
BATCH00009,Release Batch,2023-01-12T10:50:39,2023-01-12T11:43:35,2023-01-12T10:50:39,CL2,Planning
BATCH00009,Stage Materials,2023-01-12T14:09:54,2023-01-12T19:30:08,2023-01-12T14:09:54,CL2,Warehouse
BATCH00009,Start Compression,2023-01-12T20:29:39,2023-01-12T20:34:39,2023-01-12T20:29:39,CL2,Production
BATCH00009,Equipment Downtime,2023-01-12T22:24:13,2023-01-13T02:20:42,2023-01-12T22:24:13,CL2,Maintenance
BATCH00009,End Compression,2023-01-13T04:19:49,2023-01-13T04:24:49,2023-01-13T04:19:49,CL2,Production
BATCH00009,Start Coating,2023-01-13T05:19:12,2023-01-13T05:24:12,2023-01-13T05:19:12,CL2,Production
BATCH00009,End Coating,2023-01-13T07:40:13,2023-01-13T07:45:13,2023-01-13T07:40:13,CL2,Production
BATCH00009,Start Packaging,2023-01-13T08:16:29,2023-01-13T08:21:29,2023-01-13T08:16:29,CL2,Packaging
BATCH00009,End Packaging,2023-01-13T11:14:17,2023-01-13T11:19:17,2023-01-13T11:14:17,CL2,Packaging
BATCH00009,QC FP Sampling,2023-01-13T13:52:56,2023-01-13T14:38:23,2023-01-13T13:52:56,CL2,QC_Lab
BATCH00009,QC Result (Conforming),2023-01-14T21:06:52,2023-01-14T22:05:35,2023-01-14T21:06:52,CL2,QC_Lab
BATCH00009,QP Decision (Release),2023-01-15T03:38:55,2023-01-15T05:30:53,2023-01-15T03:38:55,CL2,QA
BATCH00010,Plan Batch,2023-01-13T15:47:54,2023-01-13T17:19:36,2023-01-13T15:47:54,HORM1,Planning
BATCH00010,Release Batch,2023-01-14T00:15:44,2023-01-14T00:53:48,2023-01-14T00:15:44,HORM1,Planning
BATCH00010,Stage Materials,2023-01-14T04:41:51,2023-01-14T08:13:54,2023-01-14T04:41:51,HORM1,Warehouse
BATCH00010,Segregated Area Cleaning,2023-01-14T09:47:04,2023-01-14T13:45:03,2023-01-14T09:47:04,HORM1,Production
BATCH00010,Start Granulation,2023-01-14T14:45:03,2023-01-14T14:50:03,2023-01-14T14:45:03,HORM1,Production
BATCH00010,End Granulation,2023-01-14T17:10:40,2023-01-14T17:15:40,2023-01-14T17:10:40,HORM1,Production
BATCH00010,Start Compression,2023-01-14T18:04:50,2023-01-14T18:09:50,2023-01-14T18:04:50,HORM1,Production
BATCH00010,End Compression,2023-01-15T00:03:35,2023-01-15T00:08:35,2023-01-15T00:03:35,HORM1,Production
BATCH00010,Start Coating,2023-01-15T00:43:34,2023-01-15T00:48:34,2023-01-15T00:43:34,HORM1,Production
BATCH00010,End Coating,2023-01-15T02:50:14,2023-01-15T02:55:14,2023-01-15T02:50:14,HORM1,Production
BATCH00010,Start Packaging,2023-01-15T03:57:03,2023-01-15T04:02:03,2023-01-15T03:57:03,HORM1,Packaging
BATCH00010,End Packaging,2023-01-15T07:57:53,2023-01-15T08:02:53,2023-01-15T07:57:53,HORM1,Packaging
BATCH00010,Extended QA Review,2023-01-15T13:07:07,2023-01-15T20:18:21,2023-01-15T13:07:07,HORM1,QA
BATCH00010,QC FP Sampling,2023-01-15T22:11:19,2023-01-15T22:55:46,2023-01-15T22:11:19,HORM1,QC_Lab
BATCH00010,QC Result (Conforming),2023-01-16T19:18:11,2023-01-16T22:27:33,2023-01-16T19:18:11,HORM1,QC_Lab
BATCH00010,QP Decision (Release),2023-01-17T03:56:21,2023-01-17T04:49:08,2023-01-17T03:56:21,HORM1,QA
BATCH00011,Plan Batch,2023-01-16T11:47:05,2023-01-16T13:20:37,2023-01-16T11:47:05,CL2,Planning
BATCH00011,Release Batch,2023-01-16T17:50:02,2023-01-16T18:36:28,2023-01-16T17:50:02,CL2,Planning
BATCH00011,Stage Materials,2023-01-16T21:57:08,2023-01-17T00:51:44,2023-01-16T21:57:08,CL2,Warehouse
BATCH00011,Start Granulation,2023-01-17T02:05:49,2023-01-17T02:10:49,2023-01-17T02:05:49,CL2,Production
BATCH00011,End Granulation,2023-01-17T04:29:24,2023-01-17T04:34:24,2023-01-17T04:29:24,CL2,Production
BATCH00011,Start Compression,2023-01-17T05:37:12,2023-01-17T05:42:12,2023-01-17T05:37:12,CL2,Production
BATCH00011,End Compression,2023-01-17T11:46:35,2023-01-17T11:51:35,2023-01-17T11:46:35,CL2,Production
BATCH00011,Start Coating,2023-01-17T13:01:53,2023-01-17T13:06:53,2023-01-17T13:01:53,CL2,Production
BATCH00011,End Coating,2023-01-17T18:16:44,2023-01-17T18:21:44,2023-01-17T18:16:44,CL2,Production
BATCH00011,Start Packaging,2023-01-17T20:19:43,2023-01-17T20:24:43,2023-01-17T20:19:43,CL2,Packaging
BATCH00011,End Packaging,2023-01-18T05:20:38,2023-01-18T05:25:38,2023-01-18T05:20:38,CL2,Packaging
BATCH00011,QC FP Sampling,2023-01-18T07:51:15,2023-01-18T09:38:22,2023-01-18T07:51:15,CL2,QC_Lab
BATCH00011,QC Result (Conforming),2023-01-18T23:01:20,2023-01-19T00:30:46,2023-01-18T23:01:20,CL2,QC_Lab
BATCH00011,QP Decision (Release),2023-01-19T17:12:06,2023-01-19T18:51:56,2023-01-19T17:12:06,CL2,QA
BATCH00012,Plan Batch,2023-01-18T10:41:41,2023-01-18T12:39:38,2023-01-18T10:41:41,TL2,Planning
BATCH00012,Release Batch,2023-01-18T16:01:44,2023-01-18T16:40:46,2023-01-18T16:01:44,TL2,Planning
BATCH00012,Stage Materials,2023-01-18T17:11:51,2023-01-18T22:14:59,2023-01-18T17:11:51,TL2,Warehouse
BATCH00012,Start Compression,2023-01-19T00:04:57,2023-01-19T00:09:57,2023-01-19T00:04:57,TL2,Production
BATCH00012,End Compression,2023-01-19T03:49:24,2023-01-19T03:54:24,2023-01-19T03:49:24,TL2,Production
BATCH00012,Start Coating,2023-01-19T05:50:20,2023-01-19T05:55:20,2023-01-19T05:50:20,TL2,Production
BATCH00012,End Coating,2023-01-19T09:54:45,2023-01-19T09:59:45,2023-01-19T09:54:45,TL2,Production
BATCH00012,Start Packaging,2023-01-19T11:07:39,2023-01-19T11:12:39,2023-01-19T11:07:39,TL2,Packaging
BATCH00012,End Packaging,2023-01-19T14:16:33,2023-01-19T14:21:33,2023-01-19T14:16:33,TL2,Packaging
BATCH00012,Start Packaging,2023-01-19T16:31:43,2023-01-19T16:36:43,2023-01-19T16:31:43,TL2,Packaging
BATCH00012,End Packaging,2023-01-19T20:52:56,2023-01-19T20:57:56,2023-01-19T20:52:56,TL2,Packaging
BATCH00012,QC FP Sampling,2023-01-19T22:22:00,2023-01-19T23:38:11,2023-01-19T22:22:00,TL2,QC_Lab
BATCH00012,QC Result (Conforming),2023-01-21T16:40:21,2023-01-21T19:15:27,2023-01-21T16:40:21,TL2,QC_Lab
BATCH00012,QP Decision (Release),2023-01-21T21:06:11,2023-01-21T23:00:54,2023-01-21T21:06:11,TL2,QA
BATCH00013,Plan Batch,2023-01-20T11:44:40,2023-01-20T13:34:19,2023-01-20T11:44:40,INJ1,Planning
BATCH00013,Release Batch,2023-01-20T20:00:06,2023-01-20T20:42:58,2023-01-20T20:00:06,INJ1,Planning
BATCH00013,Stage Materials,2023-01-20T21:23:35,2023-01-21T03:22:05,2023-01-20T21:23:35,INJ1,Warehouse
BATCH00013,Batch Cancelled (Material Issue),2023-01-21T17:00:43,2023-01-21T17:30:43,2023-01-21T17:00:43,INJ1,Planning
BATCH00014,Plan Batch,2023-01-22T22:14:03,2023-01-22T23:15:08,2023-01-22T22:14:03,TL3,Planning
BATCH00014,Release Batch,2023-01-23T00:45:45,2023-01-23T01:45:44,2023-01-23T00:45:45,TL3,Planning
BATCH00014,Stage Materials,2023-01-23T04:10:08,2023-01-23T06:07:26,2023-01-23T04:10:08,TL3,Warehouse
BATCH00014,Start Granulation,2023-01-23T06:45:10,2023-01-23T06:50:10,2023-01-23T06:45:10,TL3,Production
BATCH00014,End Granulation,2023-01-23T11:26:57,2023-01-23T11:31:57,2023-01-23T11:26:57,TL3,Production
BATCH00014,Start Compression,2023-01-23T12:10:48,2023-01-23T12:15:48,2023-01-23T12:10:48,TL3,Production
BATCH00014,End Compression,2023-01-23T16:07:33,2023-01-23T16:12:33,2023-01-23T16:07:33,TL3,Production
BATCH00014,Start Coating,2023-01-23T17:49:04,2023-01-23T17:54:04,2023-01-23T17:49:04,TL3,Production
BATCH00014,End Coating,2023-01-23T22:14:06,2023-01-23T22:19:06,2023-01-23T22:14:06,TL3,Production
BATCH00014,Start Packaging,2023-01-23T22:55:45,2023-01-23T23:00:45,2023-01-23T22:55:45,TL3,Packaging
BATCH00014,End Packaging,2023-01-24T07:51:36,2023-01-24T07:56:36,2023-01-24T07:51:36,TL3,Packaging
BATCH00014,QC FP Sampling,2023-01-24T11:49:41,2023-01-24T13:48:46,2023-01-24T11:49:41,TL3,QC_Lab
BATCH00014,QC Result (Conforming),2023-01-25T07:32:10,2023-01-25T08:40:38,2023-01-25T07:32:10,TL3,QC_Lab
BATCH00014,QP Decision (Release),2023-01-25T11:07:07,2023-01-25T13:06:57,2023-01-25T11:07:07,TL3,QA
BATCH00015,Plan Batch,2023-01-25T21:24:14,2023-01-25T21:47:07,2023-01-25T21:24:14,HORM2,Planning
BATCH00015,Release Batch,2023-01-26T05:41:23,2023-01-26T06:24:13,2023-01-26T05:41:23,HORM2,Planning
BATCH00015,Stage Materials,2023-01-26T08:50:04,2023-01-26T11:04:19,2023-01-26T08:50:04,HORM2,Warehouse
BATCH00015,Segregated Area Cleaning,2023-01-26T11:44:15,2023-01-26T13:49:06,2023-01-26T11:44:15,HORM2,Production
BATCH00015,Start Granulation,2023-01-26T14:49:06,2023-01-26T14:54:06,2023-01-26T14:49:06,HORM2,Production
BATCH00015,End Granulation,2023-01-26T20:15:37,2023-01-26T20:20:37,2023-01-26T20:15:37,HORM2,Production
BATCH00015,Start Compression,2023-01-26T21:25:07,2023-01-26T21:30:07,2023-01-26T21:25:07,HORM2,Production
BATCH00015,End Compression,2023-01-27T04:49:24,2023-01-27T04:54:24,2023-01-27T04:49:24,HORM2,Production
BATCH00015,Start Coating,2023-01-27T06:21:18,2023-01-27T06:26:18,2023-01-27T06:21:18,HORM2,Production
BATCH00015,End Coating,2023-01-27T10:26:42,2023-01-27T10:31:42,2023-01-27T10:26:42,HORM2,Production
BATCH00015,Start Packaging,2023-01-27T12:08:16,2023-01-27T12:13:16,2023-01-27T12:08:16,HORM2,Packaging
BATCH00015,End Packaging,2023-01-27T18:33:52,2023-01-27T18:38:52,2023-01-27T18:33:52,HORM2,Packaging
BATCH00015,Extended QA Review,2023-01-27T21:52:49,2023-01-28T16:34:37,2023-01-27T21:52:49,HORM2,QA
BATCH00015,QC FP Sampling,2023-01-28T19:40:43,2023-01-28T21:07:09,2023-01-28T19:40:43,HORM2,QC_Lab
BATCH00015,QC Result (Conforming),2023-01-29T18:47:39,2023-01-29T20:16:53,2023-01-29T18:47:39,HORM2,QC_Lab
BATCH00015,QP Decision (Release),2023-01-30T04:31:55,2023-01-30T06:14:17,2023-01-30T04:31:55,HORM2,QA
BATCH00016,Plan Batch,2023-01-27T18:31:50,2023-01-27T19:21:01,2023-01-27T18:31:50,HORM1,Planning
BATCH00016,Release Batch,2023-01-27T23:17:06,2023-01-27T23:36:58,2023-01-27T23:17:06,HORM1,Planning
BATCH00016,Stage Materials,2023-01-28T02:35:53,2023-01-28T06:31:24,2023-01-28T02:35:53,HORM1,Warehouse
BATCH00016,Segregated Area Cleaning,2023-01-28T07:08:27,2023-01-28T10:51:03,2023-01-28T07:08:27,HORM1,Production
BATCH00016,Start Granulation,2023-01-28T11:51:03,2023-01-28T11:56:03,2023-01-28T11:51:03,HORM1,Production
BATCH00016,End Granulation,2023-01-28T15:48:16,2023-01-28T15:53:16,2023-01-28T15:48:16,HORM1,Production
BATCH00016,Start Compression,2023-01-28T17:01:46,2023-01-28T17:06:46,2023-01-28T17:01:46,HORM1,Production
