object_id,api_supplier_risk,campaign_flag,client_type,dosage_form,line,market,planned_qty,plant,priority,product_code,uom
BATCH01129,Low,No,OwnBrand,Capsule,CL2,IT,449504,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH05842,Low,Yes,OwnBrand,Hormonal,HORM1,PT,10826,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH06324,Medium,No,OwnBrand,Injectable,INJ1,FR,32330,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH05793,Low,Yes,Contract,Device,DEV2,UK,34710,PLANT_SPECIAL,Medium,INHALER,Units
BATCH03858,Low,Yes,OwnBrand,Hormonal,HORM1,PT,49596,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH08115,Low,No,OwnBrand,Tablet,TL1,ES,94157,PLANT_SOLIDS,High,PARA500TAB,TabletsCaps
BATCH03149,Low,No,OwnBrand,Capsule,CL2,IT,380191,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH03043,High,No,Contract,Capsule,CL1,DE,127969,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH09548,Medium,No,OwnBrand,Injectable,INJ1,FR,43516,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH01032,High,No,Contract,Injectable,INJ2,UK,2039,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH08155,Low,No,OwnBrand,Hormonal,HORM2,PT,38139,PLANT_SPECIAL,High,EE30TAB,Units
BATCH04665,Low,No,OwnBrand,Capsule,CL1,IT,147022,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH07018,Medium,No,Contract,Hormonal,HORM2,ES,15773,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH00415,High,No,Contract,Capsule,CL2,DE,197727,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH01542,High,No,Contract,Capsule,CL2,DE,174872,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH03800,Medium,No,Contract,Hormonal,HORM2,ES,33151,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH05294,Low,No,Contract,Device,DEV1,UK,7719,PLANT_SPECIAL,Medium,INHALER,Units
BATCH01684,Low,No,OwnBrand,Capsule,CL2,IT,442841,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH05281,Medium,No,OwnBrand,Injectable,INJ2,FR,17635,PLANT_PARENTERAL,High,HEP5000SC,Units
BATCH02684,Low,No,OwnBrand,Capsule,CL2,IT,57850,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH03863,Medium,Yes,OwnBrand,Tablet,TL2,FR,364381,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH05466,Medium,Yes,Contract,Hormonal,HORM1,ES,27814,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH07993,Medium,Yes,OwnBrand,Tablet,TL2,FR,396276,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH08802,Medium,Yes,OwnBrand,Tablet,TL2,FR,157881,PLANT_SOLIDS,High,IBUP400TAB,TabletsCaps
BATCH08712,High,No,Contract,Capsule,CL2,DE,188573,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH09186,Low,No,OwnBrand,Tablet,TL1,ES,260856,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH07801,Medium,No,OwnBrand,Device,DEV1,DE,31323,PLANT_SPECIAL,High,INSUPEN,Units
BATCH09153,Medium,No,Contract,Hormonal,HORM2,ES,3981,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH03596,Medium,No,Contract,Hormonal,HORM1,ES,48688,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH08955,High,Yes,Contract,Capsule,CL2,DE,253592,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH08689,Low,No,OwnBrand,Hormonal,HORM2,PT,29554,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH08678,Medium,No,OwnBrand,Tablet,TL1,FR,452288,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH03038,High,No,Contract,Injectable,INJ1,UK,41006,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH04459,Low,Yes,OwnBrand,Tablet,TL1,ES,88697,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH03417,Low,No,OwnBrand,Hormonal,HORM1,PT,12340,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH01171,Low,No,OwnBrand,Hormonal,HORM1,PT,30923,PLANT_SPECIAL,High,EE30TAB,Units
BATCH02917,Medium,Yes,OwnBrand,Device,DEV1,DE,33519,PLANT_SPECIAL,High,INSUPEN,Units
BATCH08693,High,No,Contract,Injectable,INJ2,UK,34230,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH03045,Low,No,Contract,Device,DEV1,UK,3885,PLANT_SPECIAL,Medium,INHALER,Units
BATCH00084,Low,No,OwnBrand,Hormonal,HORM1,PT,49949,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH02707,High,No,Contract,Injectable,INJ2,UK,21558,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH05062,Low,No,OwnBrand,Hormonal,HORM1,PT,33940,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH06931,Medium,No,OwnBrand,Device,DEV1,DE,49463,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH07163,High,No,Contract,Injectable,INJ1,UK,9944,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH00876,Low,No,Contract,Device,DEV1,UK,48991,PLANT_SPECIAL,High,INHALER,Units
BATCH02038,Low,No,OwnBrand,Hormonal,HORM1,PT,28977,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH03904,Low,Yes,Contract,Device,DEV1,UK,38174,PLANT_SPECIAL,Medium,INHALER,Units
BATCH02023,Low,No,OwnBrand,Capsule,CL1,IT,261806,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH07489,High,Yes,Contract,Capsule,CL1,DE,425675,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH03367,Low,No,OwnBrand,Hormonal,HORM1,PT,23072,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH09354,High,No,Contract,Capsule,CL2,DE,205134,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH00330,Low,No,OwnBrand,Hormonal,HORM1,PT,19947,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH05959,Medium,Yes,Contract,Hormonal,HORM1,ES,46536,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH00420,Medium,No,OwnBrand,Injectable,INJ2,FR,14328,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH03416,Low,Yes,OwnBrand,Hormonal,HORM1,PT,46907,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH05436,Medium,Yes,Contract,Hormonal,HORM2,ES,36274,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH09791,Low,No,Contract,Device,DEV2,UK,32682,PLANT_SPECIAL,Low,INHALER,Units
BATCH06944,Low,No,OwnBrand,Tablet,TL1,ES,482303,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH09884,Medium,Yes,OwnBrand,Tablet,TL2,FR,184138,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH05668,Low,Yes,OwnBrand,Hormonal,HORM2,PT,22142,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH09438,Low,No,OwnBrand,Hormonal,HORM2,PT,10562,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH01090,Medium,No,OwnBrand,Injectable,INJ2,FR,5590,PLANT_PARENTERAL,High,HEP5000SC,Units
BATCH04453,Medium,No,OwnBrand,Injectable,INJ2,FR,25572,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH01273,Medium,No,OwnBrand,Device,DEV2,DE,16631,PLANT_SPECIAL,High,INSUPEN,Units
BATCH00294,Low,No,Contract,Device,DEV1,UK,49391,PLANT_SPECIAL,High,INHALER,Units
BATCH01303,High,Yes,Contract,Injectable,INJ1,UK,7396,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH00621,High,No,Contract,Injectable,INJ1,UK,22469,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH07514,Low,No,OwnBrand,Hormonal,HORM1,PT,21911,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH05219,Low,No,Contract,Device,DEV2,UK,40187,PLANT_SPECIAL,High,INHALER,Units
BATCH06266,Low,No,OwnBrand,Capsule,CL1,IT,272812,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH03306,High,Yes,Contract,Injectable,INJ1,UK,33805,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH02813,High,No,Contract,Injectable,INJ2,UK,35187,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH01399,High,Yes,Contract,Capsule,CL1,DE,456535,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH08507,Medium,No,OwnBrand,Injectable,INJ2,FR,10242,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH01690,Medium,No,Contract,Hormonal,HORM2,ES,19835,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH03209,Low,No,OwnBrand,Tablet,TL3,ES,148686,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH02093,Low,No,Contract,Device,DEV1,UK,6972,PLANT_SPECIAL,High,INHALER,Units
BATCH00498,High,No,Contract,Capsule,CL2,DE,141398,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH07284,Low,No,OwnBrand,Tablet,TL1,ES,113381,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH00223,Low,No,OwnBrand,Tablet,TL3,ES,258388,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH07856,Low,Yes,OwnBrand,Hormonal,HORM2,PT,3145,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH08152,Low,Yes,OwnBrand,Hormonal,HORM2,PT,30447,PLANT_SPECIAL,High,EE30TAB,Units
BATCH07465,Low,No,OwnBrand,Capsule,CL1,IT,210916,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH08208,Medium,Yes,Contract,Hormonal,HORM1,ES,34602,PLANT_SPECIAL,Low,LEVOHORMIMPL,Units
BATCH04136,Low,No,Contract,Device,DEV1,UK,36828,PLANT_SPECIAL,Low,INHALER,Units
BATCH09979,High,No,Contract,Capsule,CL1,DE,363581,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH03187,Medium,No,OwnBrand,Device,DEV1,DE,31566,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH01011,Low,Yes,OwnBrand,Capsule,CL1,IT,264574,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH09673,Low,No,OwnBrand,Tablet,TL3,ES,143022,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH00632,High,No,Contract,Injectable,INJ2,UK,26862,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH08342,High,No,Contract,Injectable,INJ1,UK,48955,PLANT_PARENTERAL,Medium,CEF1GIV,Units
BATCH05552,Medium,No,OwnBrand,Injectable,INJ2,FR,20738,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH04783,Low,No,OwnBrand,Capsule,CL1,IT,326404,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH09990,Medium,No,OwnBrand,Device,DEV1,DE,6242,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH08473,Medium,No,Contract,Hormonal,HORM2,ES,24546,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH05054,Low,No,OwnBrand,Hormonal,HORM1,PT,17615,PLANT_SPECIAL,Low,EE30TAB,Units
BATCH04613,Low,No,OwnBrand,Capsule,CL2,IT,58261,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH06992,Low,No,OwnBrand,Tablet,TL2,ES,387764,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH07604,Medium,No,OwnBrand,Tablet,TL3,FR,488239,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH02225,Low,No,OwnBrand,Tablet,TL2,ES,89470,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH03429,High,Yes,Contract,Injectable,INJ1,UK,21059,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH03533,Medium,No,OwnBrand,Device,DEV2,DE,44726,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH05423,Medium,No,OwnBrand,Tablet,TL3,FR,446257,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH02618,Medium,Yes,Contract,Hormonal,HORM1,ES,36684,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH07386,Medium,No,OwnBrand,Injectable,INJ1,FR,36143,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH02638,Medium,No,Contract,Hormonal,HORM1,ES,45706,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH03479,High,No,Contract,Injectable,INJ2,UK,16488,PLANT_PARENTERAL,Low,CEF1GIV,Units
BATCH09745,Medium,Yes,OwnBrand,Device,DEV1,DE,9943,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH00807,Medium,Yes,OwnBrand,Device,DEV1,DE,42206,PLANT_SPECIAL,High,INSUPEN,Units
BATCH09816,Medium,Yes,OwnBrand,Tablet,TL3,FR,123342,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
BATCH04267,Low,No,OwnBrand,Tablet,TL1,ES,209087,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH07909,High,Yes,Contract,Capsule,CL1,DE,174910,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH07324,High,No,Contract,Capsule,CL1,DE,356938,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH00816,Low,No,OwnBrand,Tablet,TL1,ES,166155,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH05585,Medium,No,OwnBrand,Device,DEV2,DE,35613,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH00982,Medium,Yes,OwnBrand,Device,DEV1,DE,19922,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH09577,High,No,Contract,Capsule,CL2,DE,115793,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH03913,Low,No,OwnBrand,Capsule,CL1,IT,496734,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH00194,Low,No,Contract,Device,DEV2,UK,47458,PLANT_SPECIAL,Medium,INHALER,Units
BATCH02554,Low,No,OwnBrand,Tablet,TL3,ES,492928,PLANT_SOLIDS,Medium,PARA500TAB,TabletsCaps
BATCH07559,High,Yes,Contract,Capsule,CL1,DE,176016,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH02185,High,Yes,Contract,Capsule,CL2,DE,147296,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH09029,Medium,No,OwnBrand,Injectable,INJ2,FR,7720,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH07541,Low,No,OwnBrand,Tablet,TL2,ES,469197,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH00454,Medium,Yes,OwnBrand,Tablet,TL1,FR,189600,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH07961,Low,No,OwnBrand,Capsule,CL1,IT,75662,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH08431,Low,No,Contract,Device,DEV1,UK,22978,PLANT_SPECIAL,Low,INHALER,Units
BATCH07746,Medium,Yes,OwnBrand,Injectable,INJ1,FR,36297,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH06414,Low,No,OwnBrand,Capsule,CL2,IT,172595,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH01507,Medium,No,OwnBrand,Tablet,TL1,FR,75000,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH08701,Low,No,OwnBrand,Hormonal,HORM1,PT,1762,PLANT_SPECIAL,High,EE30TAB,Units
BATCH04302,Medium,No,OwnBrand,Injectable,INJ2,FR,39276,PLANT_PARENTERAL,Low,HEP5000SC,Units
BATCH00760,High,No,Contract,Capsule,CL2,DE,390634,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH04599,Medium,No,OwnBrand,Tablet,TL1,FR,475384,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH01220,High,No,Contract,Capsule,CL1,DE,152683,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH01884,Medium,Yes,Contract,Hormonal,HORM2,ES,30149,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH05565,Medium,Yes,Contract,Hormonal,HORM2,ES,46625,PLANT_SPECIAL,High,LEVOHORMIMPL,Units
BATCH02600,Low,No,Contract,Device,DEV2,UK,9261,PLANT_SPECIAL,High,INHALER,Units
BATCH09721,Low,Yes,OwnBrand,Capsule,CL2,IT,87805,PLANT_SOLIDS,High,OMEP20CAP,TabletsCaps
BATCH08810,Low,No,Contract,Device,DEV1,UK,21153,PLANT_SPECIAL,High,INHALER,Units
BATCH03763,Low,No,OwnBrand,Tablet,TL1,ES,491841,PLANT_SOLIDS,Low,PARA500TAB,TabletsCaps
BATCH02599,High,No,Contract,Capsule,CL1,DE,167428,PLANT_SOLIDS,Medium,AMOX500CAP,TabletsCaps
BATCH05659,Medium,Yes,OwnBrand,Device,DEV2,DE,36070,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH07722,Medium,No,OwnBrand,Device,DEV1,DE,15341,PLANT_SPECIAL,Medium,INSUPEN,Units
BATCH05012,Low,No,OwnBrand,Capsule,CL2,IT,363379,PLANT_SOLIDS,Low,OMEP20CAP,TabletsCaps
BATCH09053,High,No,Contract,Capsule,CL2,DE,243095,PLANT_SOLIDS,Low,AMOX500CAP,TabletsCaps
BATCH05592,Low,No,OwnBrand,Hormonal,HORM1,PT,8930,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH00681,High,No,Contract,Capsule,CL2,DE,98727,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH06224,High,No,Contract,Injectable,INJ1,UK,47359,PLANT_PARENTERAL,High,CEF1GIV,Units
BATCH01971,Medium,No,OwnBrand,Device,DEV2,DE,8431,PLANT_SPECIAL,Low,INSUPEN,Units
BATCH07051,Medium,No,OwnBrand,Tablet,TL1,FR,412863,PLANT_SOLIDS,Medium,IBUP400TAB,TabletsCaps
BATCH08817,Low,No,OwnBrand,Capsule,CL1,IT,176987,PLANT_SOLIDS,Medium,OMEP20CAP,TabletsCaps
BATCH05335,Medium,No,Contract,Hormonal,HORM1,ES,43559,PLANT_SPECIAL,Medium,LEVOHORMIMPL,Units
BATCH07116,Medium,No,OwnBrand,Injectable,INJ1,FR,33629,PLANT_PARENTERAL,Medium,HEP5000SC,Units
BATCH07383,Low,No,OwnBrand,Hormonal,HORM1,PT,5146,PLANT_SPECIAL,Medium,EE30TAB,Units
BATCH02523,High,No,Contract,Capsule,CL2,DE,169672,PLANT_SOLIDS,High,AMOX500CAP,TabletsCaps
BATCH00902,Medium,No,OwnBrand,Tablet,TL1,FR,338173,PLANT_SOLIDS,Low,IBUP400TAB,TabletsCaps
