case_id,activity,event_start,event_end,timestamp,line,area
BATCH00066,QC FP Sampling,2023-04-25T17:03:41,2023-04-25T18:10:14,2023-04-25T17:03:41,,QC_Lab
BATCH00066,QC Result (Conforming),2023-04-27T01:29:38,2023-04-27T05:12:42,2023-04-27T01:29:38,,QC_Lab
BATCH00066,QP Decision (Release),2023-04-27T13:27:35,2023-04-27T15:20:22,2023-04-27T13:27:35,,QA
BATCH00129,Plan Batch,2023-08-14T13:20:18,2023-08-14T14:54:07,2023-08-14T13:20:18,,Planning
BATCH00129,Release Batch,2023-08-14T19:36:21,2023-08-14T20:32:34,2023-08-14T19:36:21,,Planning
BATCH00129,Stage Components,2023-08-14T21:57:44,2023-08-15T02:56:10,2023-08-14T21:57:44,DEV1,Warehouse
BATCH00129,Start Component Assembly,2023-08-15T03:44:43,2023-08-15T03:49:43,2023-08-15T03:44:43,DEV1,Production
BATCH00129,End Component Assembly,2023-08-15T07:38:51,2023-08-15T07:43:51,2023-08-15T07:38:51,DEV1,Production
BATCH00129,Start Device Calibration,2023-08-15T09:32:29,2023-08-15T09:37:29,2023-08-15T09:32:29,DEV1,Production
BATCH00129,End Device Calibration,2023-08-15T13:33:02,2023-08-15T13:38:02,2023-08-15T13:33:02,DEV1,Production
BATCH00129,Final Assembly,2023-08-15T14:19:46,2023-08-15T16:22:34,2023-08-15T14:19:46,DEV1,Production
BATCH00129,Start Packaging,2023-08-15T17:00:02,2023-08-15T17:05:02,2023-08-15T17:00:02,DEV1,Packaging
BATCH00129,End Packaging,2023-08-15T23:32:52,2023-08-15T23:37:52,2023-08-15T23:32:52,DEV1,Packaging
BATCH00129,IFU Insertion Check,2023-08-16T00:07:52,2023-08-16T00:57:01,2023-08-16T00:07:52,DEV1,Packaging
BATCH00129,QC FP Sampling,2023-08-16T02:34:48,2023-08-16T03:35:34,2023-08-16T02:34:48,,QC_Lab
BATCH00129,QC Result (Conforming),2023-08-17T02:42:25,2023-08-17T05:05:04,2023-08-17T02:42:25,,QC_Lab
BATCH00129,QP Decision (Release),2023-08-17T23:55:03,2023-08-18T01:17:05,2023-08-17T23:55:03,,QA
BATCH00135,Plan Batch,2023-08-21T06:36:55,2023-08-21T07:43:01,2023-08-21T06:36:55,,Planning
BATCH00135,Release Batch,2023-08-21T10:10:36,2023-08-21T10:31:38,2023-08-21T10:10:36,,Planning
BATCH00135,Stage Components,2023-08-21T14:01:39,2023-08-21T16:19:24,2023-08-21T14:01:39,DEV1,Warehouse
BATCH00135,Start Component Assembly,2023-08-21T17:13:45,2023-08-21T17:18:45,2023-08-21T17:13:45,DEV1,Production
BATCH00135,End Component Assembly,2023-08-21T19:36:37,2023-08-21T19:41:37,2023-08-21T19:36:37,DEV1,Production
BATCH00135,Start Device Calibration,2023-08-21T21:19:34,2023-08-21T21:24:34,2023-08-21T21:19:34,DEV1,Production
BATCH00135,End Device Calibration,2023-08-22T00:09:44,2023-08-22T00:14:44,2023-08-22T00:09:44,DEV1,Production
BATCH00135,Final Assembly,2023-08-22T00:54:15,2023-08-22T02:19:37,2023-08-22T00:54:15,DEV1,Production
BATCH00135,Start Packaging,2023-08-22T02:51:34,2023-08-22T02:56:34,2023-08-22T02:51:34,DEV1,Packaging
BATCH00135,End Packaging,2023-08-22T07:50:05,2023-08-22T07:55:05,2023-08-22T07:50:05,DEV1,Packaging
BATCH00135,IFU Insertion Check,2023-08-22T08:25:05,2023-08-22T09:19:01,2023-08-22T08:25:05,DEV1,Packaging
BATCH00135,QC FP Sampling,2023-08-22T11:34:19,2023-08-22T12:27:44,2023-08-22T11:34:19,,QC_Lab
BATCH00135,QC Result (Conforming),2023-08-24T01:44:01,2023-08-24T05:26:41,2023-08-24T01:44:01,,QC_Lab
BATCH00135,QP Decision (Release),2023-08-25T02:13:51,2023-08-25T03:40:15,2023-08-25T02:13:51,,QA
BATCH00169,Plan Batch,2023-10-13T12:17:42,2023-10-13T12:41:09,2023-10-13T12:17:42,,Planning
BATCH00169,Release Batch,2023-10-13T20:09:10,2023-10-13T20:44:13,2023-10-13T20:09:10,,Planning
BATCH00169,Stage Materials,2023-10-13T23:57:42,2023-10-14T02:25:04,2023-10-13T23:57:42,TL2,Warehouse
BATCH00169,Start Compression,2023-10-14T03:12:55,2023-10-14T03:17:55,2023-10-14T03:12:55,TL2,Production
BATCH00169,End Compression,2023-10-14T07:03:20,2023-10-14T07:08:20,2023-10-14T07:03:20,TL2,Production
BATCH00169,Deviation Opened,2023-10-14T08:08:20,2023-10-14T09:08:20,2023-10-14T08:08:20,,QA
BATCH00169,Investigation,2023-10-14T16:08:59,2023-10-14T23:49:14,2023-10-14T16:08:59,,QA
BATCH00169,QC IPC Sampling,2023-10-15T00:49:14,2023-10-15T01:49:14,2023-10-15T00:49:14,,QC_Lab
BATCH00169,Start Rework,2023-10-15T06:04:52,2023-10-15T06:09:52,2023-10-15T06:04:52,TL2,Production
BATCH00169,End Rework,2023-10-15T08:53:35,2023-10-15T08:58:35,2023-10-15T08:53:35,TL2,Production
BATCH00169,Deviation Closed,2023-10-15T10:18:57,2023-10-15T11:18:57,2023-10-15T10:18:57,,QA
BATCH00169,Start Coating,2023-10-15T13:01:42,2023-10-15T13:06:42,2023-10-15T13:01:42,TL2,Production
BATCH00169,End Coating,2023-10-15T15:35:05,2023-10-15T15:40:05,2023-10-15T15:35:05,TL2,Production
BATCH00169,Start Packaging,2023-10-15T16:35:10,2023-10-15T16:40:10,2023-10-15T16:35:10,TL2,Packaging
BATCH00169,End Packaging,2023-10-15T22:36:28,2023-10-15T22:41:28,2023-10-15T22:36:28,TL2,Packaging
BATCH00169,QC FP Sampling,2023-10-16T02:37:40,2023-10-16T03:08:09,2023-10-16T02:37:40,,QC_Lab
BATCH00169,QC Result (Conforming),2023-10-16T16:55:00,2023-10-16T19:23:12,2023-10-16T16:55:00,,QC_Lab
BATCH00169,QP Decision (Release),2023-10-17T13:26:22,2023-10-17T15:04:26,2023-10-17T13:26:22,,QA
BATCH00170,Plan Batch,2023-10-14T19:48:03,2023-10-14T21:20:33,2023-10-14T19:48:03,,Planning
BATCH00170,Release Batch,2023-10-14T23:55:00,2023-10-15T00:30:47,2023-10-14T23:55:00,,Planning
BATCH00170,Stage Materials,2023-10-15T01:33:58,2023-10-15T07:02:25,2023-10-15T01:33:58,TL1,Warehouse
BATCH00170,Start Compression,2023-10-15T07:43:01,2023-10-15T07:48:01,2023-10-15T07:43:01,TL1,Production
BATCH00170,End Compression,2023-10-15T12:34:18,2023-10-15T12:39:18,2023-10-15T12:34:18,TL1,Production
BATCH00170,Deviation Opened,2023-10-15T13:39:18,2023-10-15T14:39:18,2023-10-15T13:39:18,,QA
BATCH00170,Investigation,2023-10-15T18:44:37,2023-10-15T23:41:55,2023-10-15T18:44:37,,QA
BATCH00170,QC IPC Sampling,2023-10-16T00:41:55,2023-10-16T01:41:55,2023-10-16T00:41:55,,QC_Lab
BATCH00170,Start Rework,2023-10-16T08:36:05,2023-10-16T08:41:05,2023-10-16T08:36:05,TL1,Production
BATCH00170,End Rework,2023-10-16T10:45:21,2023-10-16T10:50:21,2023-10-16T10:45:21,TL1,Production
BATCH00170,Deviation Closed,2023-10-16T14:19:50,2023-10-16T15:19:50,2023-10-16T14:19:50,,QA
BATCH00170,Start Coating,2023-10-16T16:54:30,2023-10-16T16:59:30,2023-10-16T16:54:30,TL1,Production
BATCH00170,End Coating,2023-10-16T20:38:07,2023-10-16T20:43:07,2023-10-16T20:38:07,TL1,Production
BATCH00170,Start Packaging,2023-10-16T22:11:15,2023-10-16T22:16:15,2023-10-16T22:11:15,TL1,Packaging
BATCH00170,End Packaging,2023-10-17T06:52:21,2023-10-17T06:57:21,2023-10-17T06:52:21,TL1,Packaging
BATCH00170,QC FP Sampling,2023-10-17T09:19:00,2023-10-17T10:38:46,2023-10-17T09:19:00,,QC_Lab
BATCH00170,QC Result (Conforming),2023-10-18T04:00:36,2023-10-18T07:55:49,2023-10-18T04:00:36,,QC_Lab
BATCH00170,QP Decision (Release),2023-10-18T22:27:25,2023-10-18T23:21:15,2023-10-18T22:27:25,,QA
BATCH00198,Plan Batch,2023-11-29T01:54:11,2023-11-29T02:51:11,2023-11-29T01:54:11,,Planning
BATCH00198,Release Batch,2023-11-29T04:55:08,2023-11-29T05:19:02,2023-11-29T04:55:08,,Planning
BATCH00198,Stage Components,2023-11-29T06:15:44,2023-11-29T10:17:02,2023-11-29T06:15:44,DEV2,Warehouse
BATCH00198,Start Component Assembly,2023-11-29T11:43:16,2023-11-29T11:48:16,2023-11-29T11:43:16,DEV2,Production
BATCH00198,End Component Assembly,2023-11-29T15:45:13,2023-11-29T15:50:13,2023-11-29T15:45:13,DEV2,Production
BATCH00198,Start Device Calibration,2023-11-29T16:45:45,2023-11-29T16:50:45,2023-11-29T16:45:45,DEV2,Production
BATCH00198,End Device Calibration,2023-11-29T18:58:26,2023-11-29T19:03:26,2023-11-29T18:58:26,DEV2,Production
BATCH00198,Final Assembly,2023-11-29T19:44:37,2023-11-29T21:21:52,2023-11-29T19:44:37,DEV2,Production
BATCH00198,Start Packaging,2023-11-29T23:05:22,2023-11-29T23:10:22,2023-11-29T23:05:22,DEV2,Packaging
BATCH00198,End Packaging,2023-11-30T06:50:42,2023-11-30T06:55:42,2023-11-30T06:50:42,DEV2,Packaging
BATCH00198,IFU Insertion Check,2023-11-30T07:25:42,2023-11-30T08:21:22,2023-11-30T07:25:42,DEV2,Packaging
BATCH00198,QC FP Sampling,2023-11-30T11:21:21,2023-11-30T12:03:29,2023-11-30T11:21:21,,QC_Lab
BATCH00198,QC Result (Conforming),2023-11-30T18:16:48,2023-11-30T19:40:41,2023-11-30T18:16:48,,QC_Lab
BATCH00198,QP Decision (Release),2023-12-01T10:35:21,2023-12-01T11:40:11,2023-12-01T10:35:21,,QA
BATCH00213,Plan Batch,2023-12-23T06:42:49,2023-12-23T07:08:35,2023-12-23T06:42:49,,Planning
BATCH00213,Release Batch,2023-12-23T11:04:59,2023-12-23T11:26:16,2023-12-23T11:04:59,,Planning
BATCH00213,Stage Materials,2023-12-23T13:50:02,2023-12-23T16:18:56,2023-12-23T13:50:02,TL2,Warehouse
BATCH00213,Start Granulation,2023-12-23T18:06:40,2023-12-23T18:11:40,2023-12-23T18:06:40,TL2,Production
BATCH00213,End Granulation,2023-12-23T20:38:41,2023-12-23T20:43:41,2023-12-23T20:38:41,TL2,Production
BATCH00213,Start Compression,2023-12-23T21:51:38,2023-12-23T21:56:38,2023-12-23T21:51:38,TL2,Production
BATCH00213,End Compression,2023-12-24T05:23:05,2023-12-24T05:28:05,2023-12-24T05:23:05,TL2,Production
BATCH00213,Start Coating,2023-12-24T05:59:32,2023-12-24T06:04:32,2023-12-24T05:59:32,TL2,Production
BATCH00213,End Coating,2023-12-24T08:41:45,2023-12-24T08:46:45,2023-12-24T08:41:45,TL2,Production
BATCH00213,Start Packaging,2023-12-24T10:28:44,2023-12-24T10:33:44,2023-12-24T10:28:44,TL2,Packaging
BATCH00213,End Packaging,2023-12-24T13:50:08,2023-12-24T13:55:08,2023-12-24T13:50:08,TL2,Packaging
BATCH00213,QC FP Sampling,2023-12-24T16:25:51,2023-12-24T17:02:15,2023-12-24T16:25:51,,QC_Lab
BATCH00213,QC Result (OOS),2023-12-26T15:03:10,2023-12-26T17:56:09,2023-12-26T15:03:10,,QC_Lab
BATCH00213,QP Decision (Reject),2023-12-26T20:29:47,2023-12-26T21:20:31,2023-12-26T20:29:47,,QA
BATCH00228,Plan Batch,2024-01-20T07:40:23,2024-01-20T08:21:44,2024-01-20T07:40:23,,Planning
BATCH00228,Release Batch,2024-01-20T10:23:32,2024-01-20T11:17:46,2024-01-20T10:23:32,,Planning
BATCH00228,Stage Components,2024-01-20T14:47:39,2024-01-20T20:21:03,2024-01-20T14:47:39,DEV1,Warehouse
BATCH00228,Start Component Assembly,2024-01-20T21:45:06,2024-01-20T21:50:06,2024-01-20T21:45:06,DEV1,Production
BATCH00228,End Component Assembly,2024-01-21T02:43:09,2024-01-21T02:48:09,2024-01-21T02:43:09,DEV1,Production
BATCH00228,Start Device Calibration,2024-01-21T03:48:02,2024-01-21T03:53:02,2024-01-21T03:48:02,DEV1,Production
BATCH00228,End Device Calibration,2024-01-21T06:50:20,2024-01-21T06:55:20,2024-01-21T06:50:20,DEV1,Production
BATCH00228,Final Assembly,2024-01-21T07:50:34,2024-01-21T08:52:41,2024-01-21T07:50:34,DEV1,Production
BATCH00228,Start Packaging,2024-01-21T09:39:53,2024-01-21T09:44:53,2024-01-21T09:39:53,DEV1,Packaging
BATCH00228,End Packaging,2024-01-21T14:08:33,2024-01-21T14:13:33,2024-01-21T14:08:33,DEV1,Packaging
BATCH00228,IFU Insertion Check,2024-01-21T14:43:33,2024-01-21T15:14:46,2024-01-21T14:43:33,DEV1,Packaging
BATCH00228,QC FP Sampling,2024-01-21T16:32:07,2024-01-21T17:41:43,2024-01-21T16:32:07,,QC_Lab
BATCH00228,QC Result (Conforming),2024-01-22T17:55:41,2024-01-22T19:25:41,2024-01-22T17:55:41,,QC_Lab
BATCH00228,QP Decision (Release),2024-01-23T06:28:27,2024-01-23T07:31:05,2024-01-23T06:28:27,,QA
BATCH00243,Plan Batch,2024-02-12T19:41:12,2024-02-12T21:14:13,2024-02-12T19:41:12,,Planning
BATCH00243,Release Batch,2024-02-13T00:34:43,2024-02-13T00:52:35,2024-02-13T00:34:43,,Planning
BATCH00243,Stage Components,2024-02-13T03:54:12,2024-02-13T09:44:46,2024-02-13T03:54:12,DEV1,Warehouse
BATCH00243,Start Component Assembly,2024-02-13T11:24:55,2024-02-13T11:29:55,2024-02-13T11:24:55,DEV1,Production
BATCH00243,End Component Assembly,2024-02-13T17:02:00,2024-02-13T17:07:00,2024-02-13T17:02:00,DEV1,Production
BATCH00243,Start Device Calibration,2024-02-13T18:00:02,2024-02-13T18:05:02,2024-02-13T18:00:02,DEV1,Production
BATCH00243,End Device Calibration,2024-02-13T22:06:52,2024-02-13T22:11:52,2024-02-13T22:06:52,DEV1,Production
BATCH00243,Final Assembly,2024-02-13T22:56:18,2024-02-14T00:17:58,2024-02-13T22:56:18,DEV1,Production
BATCH00243,Start Packaging,2024-02-14T02:09:55,2024-02-14T02:14:55,2024-02-14T02:09:55,DEV1,Packaging
BATCH00243,End Packaging,2024-02-14T06:13:32,2024-02-14T06:18:32,2024-02-14T06:13:32,DEV1,Packaging
BATCH00243,IFU Insertion Check,2024-02-14T06:48:32,2024-02-14T07:18:33,2024-02-14T06:48:32,DEV1,Packaging
BATCH00243,QC FP Sampling,2024-02-14T09:42:56,2024-02-14T11:39:03,2024-02-14T09:42:56,,QC_Lab
BATCH00243,QC Result (OOS),2024-02-14T18:33:34,2024-02-14T22:17:50,2024-02-14T18:33:34,,QC_Lab
BATCH00243,QP Decision (Reject),2024-02-15T05:38:43,2024-02-15T07:14:31,2024-02-15T05:38:43,,QA
BATCH00266,Plan Batch,2024-03-23T00:20:54,2024-03-23T01:04:39,2024-03-23T00:20:54,,Planning
BATCH00266,Release Batch,2024-03-23T05:15:29,2024-03-23T05:36:10,2024-03-23T05:15:29,,Planning
BATCH00266,Stage Materials,2024-03-23T06:29:23,2024-03-23T09:28:53,2024-03-23T06:29:23,INJ1,Warehouse
BATCH00266,Start Solution Preparation,2024-03-23T10:08:36,2024-03-23T10:13:36,2024-03-23T10:08:36,INJ1,Production
BATCH00266,End Solution Preparation,2024-03-23T14:11:54,2024-03-23T14:16:54,2024-03-23T14:11:54,INJ1,Production
BATCH00266,Sterile Filtration,2024-03-23T14:46:54,2024-03-23T16:24:45,2024-03-23T14:46:54,INJ1,Production
BATCH00266,Start Filling,2024-03-23T17:03:12,2024-03-23T17:08:12,2024-03-23T17:03:12,INJ1,Production
BATCH00266,End Filling,2024-03-24T00:45:12,2024-03-24T00:50:12,2024-03-24T00:45:12,INJ1,Production
BATCH00266,Capping,2024-03-24T01:20:12,2024-03-24T03:15:54,2024-03-24T01:20:12,INJ1,Production
BATCH00266,Lyophilization,2024-03-24T04:15:54,2024-03-24T20:52:30,2024-03-24T04:15:54,INJ1,Production
BATCH00266,Visual Inspection,2024-03-24T22:52:30,2024-03-25T02:32:35,2024-03-24T22:52:30,INJ1,Production
BATCH00266,Start Packaging,2024-03-25T03:53:16,2024-03-25T03:58:16,2024-03-25T03:53:16,INJ1,Packaging
BATCH00266,End Packaging,2024-03-25T08:41:55,2024-03-25T08:46:55,2024-03-25T08:41:55,INJ1,Packaging
BATCH00266,QC FP Sampling,2024-03-25T10:16:06,2024-03-25T11:19:18,2024-03-25T10:16:06,,QC_Lab
BATCH00266,QC Result (Conforming),2024-03-25T18:01:30,2024-03-25T22:00:49,2024-03-25T18:01:30,,QC_Lab
BATCH00266,QP Decision (Release),2024-03-26T03:54:36,2024-03-26T05:23:45,2024-03-26T03:54:36,,QA
BATCH00298,Plan Batch,2024-05-14T15:20:21,2024-05-14T17:16:16,2024-05-14T15:20:21,,Planning
BATCH00298,Release Batch,2024-05-14T20:50:36,2024-05-14T21:23:58,2024-05-14T20:50:36,,Planning
BATCH00298,Stage Materials,2024-05-15T00:37:08,2024-05-15T06:08:05,2024-05-15T00:37:08,TL3,Warehouse
BATCH00298,Start Granulation,2024-05-15T07:49:06,2024-05-15T07:54:06,2024-05-15T07:49:06,TL3,Production
BATCH00298,End Granulation,2024-05-15T11:10:57,2024-05-15T11:15:57,2024-05-15T11:10:57,TL3,Production
BATCH00298,Start Compression,2024-05-15T12:13:18,2024-05-15T12:18:18,2024-05-15T12:13:18,TL3,Production
BATCH00298,End Compression,2024-05-15T19:50:14,2024-05-15T19:55:14,2024-05-15T19:50:14,TL3,Production
BATCH00298,Start Coating,2024-05-15T20:44:56,2024-05-15T20:49:56,2024-05-15T20:44:56,TL3,Production
BATCH00298,End Coating,2024-05-15T23:59:12,2024-05-16T00:04:12,2024-05-15T23:59:12,TL3,Production
BATCH00298,Start Packaging,2024-05-16T00:40:06,2024-05-16T00:45:06,2024-05-16T00:40:06,TL3,Packaging
BATCH00298,End Packaging,2024-05-16T06:15:03,2024-05-16T06:20:03,2024-05-16T06:15:03,TL3,Packaging
BATCH00298,QC FP Sampling,2024-05-16T08:37:18,2024-05-16T10:35:04,2024-05-16T08:37:18,,QC_Lab
BATCH00298,QC Result (Conforming),2024-05-17T19:44:29,2024-05-17T21:42:26,2024-05-17T19:44:29,,QC_Lab
BATCH00298,QP Decision (Release),2024-05-18T20:02:21,2024-05-18T21:18:38,2024-05-18T20:02:21,,QA
BATCH00341,Plan Batch,2024-07-29T06:03:40,2024-07-29T07:46:48,2024-07-29T06:03:40,,Planning
BATCH00341,Release Batch,2024-07-29T15:35:28,2024-07-29T15:55:27,2024-07-29T15:35:28,,Planning
BATCH00341,Stage Materials,2024-07-29T18:02:12,2024-07-29T23:44:56,2024-07-29T18:02:12,TL1,Warehouse
BATCH00341,Start Compression,2024-07-30T00:23:40,2024-07-30T00:28:40,2024-07-30T00:23:40,TL1,Production
BATCH00341,Equipment Downtime,2024-07-30T01:50:07,2024-07-30T05:57:55,2024-07-30T01:50:07,TL1,Maintenance
BATCH00341,End Compression,2024-07-30T09:47:28,2024-07-30T09:52:28,2024-07-30T09:47:28,TL1,Production
BATCH00341,Start Coating,2024-07-30T10:30:43,2024-07-30T10:35:43,2024-07-30T10:30:43,TL1,Production
BATCH00341,End Coating,2024-07-30T15:59:41,2024-07-30T16:04:41,2024-07-30T15:59:41,TL1,Production
BATCH00341,Start Packaging,2024-07-30T17:43:34,2024-07-30T17:48:34,2024-07-30T17:43:34,TL1,Packaging
BATCH00341,End Packaging,2024-07-31T01:46:09,2024-07-31T01:51:09,2024-07-31T01:46:09,TL1,Packaging
BATCH00341,QC FP Sampling,2024-07-31T05:49:51,2024-07-31T06:25:42,2024-07-31T05:49:51,,QC_Lab
BATCH00341,QC Result (Conforming),2024-07-31T21:47:21,2024-07-31T23:38:15,2024-07-31T21:47:21,,QC_Lab
BATCH00341,QP Decision (Release),2024-08-01T06:35:49,2024-08-01T08:09:09,2024-08-01T06:35:49,,QA
BATCH00366,Plan Batch,2024-09-11T01:28:39,2024-09-11T02:10:58,2024-09-11T01:28:39,,Planning
BATCH00366,Release Batch,2024-09-11T07:52:41,2024-09-11T08:15:09,2024-09-11T07:52:41,,Planning
BATCH00366,Stage Materials,2024-09-11T12:03:50,2024-09-11T14:16:43,2024-09-11T12:03:50,HORM2,Warehouse
BATCH00366,Segregated Area Cleaning,2024-09-11T15:10:44,2024-09-11T17:17:54,2024-09-11T15:10:44,HORM2,Production
BATCH00366,Start Granulation,2024-09-11T18:17:54,2024-09-11T18:22:54,2024-09-11T18:17:54,HORM2,Production
BATCH00366,End Granulation,2024-09-11T20:36:17,2024-09-11T20:41:17,2024-09-11T20:36:17,HORM2,Production
BATCH00366,Start Compression,2024-09-11T21:27:54,2024-09-11T21:32:54,2024-09-11T21:27:54,HORM2,Production
BATCH00366,End Compression,2024-09-12T01:13:36,2024-09-12T01:18:36,2024-09-12T01:13:36,HORM2,Production
BATCH00366,Start Coating,2024-09-12T02:07:14,2024-09-12T02:12:14,2024-09-12T02:07:14,HORM2,Production
BATCH00366,End Coating,2024-09-12T05:35:38,2024-09-12T05:40:38,2024-09-12T05:35:38,HORM2,Production
BATCH00366,Start Packaging,2024-09-12T06:28:14,2024-09-12T06:33:14,2024-09-12T06:28:14,HORM2,Packaging
BATCH00366,End Packaging,2024-09-12T12:56:39,2024-09-12T13:01:39,2024-09-12T12:56:39,HORM2,Packaging
BATCH00366,Extended QA Review,2024-09-12T20:17:54,2024-09-13T08:11:46,2024-09-12T20:17:54,,QA
BATCH00366,QC FP Sampling,2024-09-13T10:04:10,2024-09-13T10:38:19,2024-09-13T10:04:10,,QC_Lab
BATCH00366,QC Result (OOS),2024-09-14T15:51:04,2024-09-14T19:49:16,2024-09-14T15:51:04,,QC_Lab
BATCH00366,QP Decision (Reject),2024-09-15T12:02:00,2024-09-15T13:15:29,2024-09-15T12:02:00,,QA
BATCH00370,Plan Batch,2024-09-18T22:03:18,2024-09-18T23:45:12,2024-09-18T22:03:18,,Planning
BATCH00370,Release Batch,2024-09-19T02:05:53,2024-09-19T02:58:39,2024-09-19T02:05:53,,Planning
BATCH00370,Stage Components,2024-09-19T05:42:48,2024-09-19T08:57:23,2024-09-19T05:42:48,DEV1,Warehouse
BATCH00370,Start Component Assembly,2024-09-19T10:47:04,2024-09-19T10:52:04,2024-09-19T10:47:04,DEV1,Production
BATCH00370,End Component Assembly,2024-09-19T14:00:23,2024-09-19T14:05:23,2024-09-19T14:00:23,DEV1,Production
